ID,PRODUCT_CODE,SKU,LENGTH,COLOR,TYPE,PRICE,STOCK,MANUFACTUREPRICE,WHOLESALEPRICE,REGULARPRICE
87,SC001,SC001,,1,Inch,28.5,400,9.5,10.45,36.00
87,SC001,SC001,,1B,Inch,28.5,499,9.5,10.45,36.00
87,SC001,SC001,,2,Inch,28.5,300,9.5,10.45,36.00
87,SC001,SC001,,27,Inch,28.5,200,9.5,10.45,36.00
87,SC001,SC001,,30,Inch,28.5,200,9.5,10.45,36.00
87,SC001,SC001,,4,Inch,28.5,199,9.5,10.45,36.00
87,SC001,SC001,,F1B_30,Inch,28.5,199,9.5,10.45,36.00
87,SC001,SC001,,F4_30,Inch,28.5,199,9.5,10.45,36.00
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,10,NATURAL,Inch,37.5,100,12.5,13.75,47.00
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,12,NATURAL,Inch,49.5,100,16.5,18.15,62.00
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,14,NATURAL,Inch,72,100,24,26.40,90.00
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,16,NATURAL,Inch,90,100,30,33.00,113.00
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,18,NATURAL,Inch,114,100,38,41.80,143.00
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,20,NATURAL,Inch,135,100,45,49.50,169.00
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,22,NATURAL,Inch,150,100,50,55.00,188.00
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,24,NATURAL,Inch,171,100,57,62.70,214.00
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,26,NATURAL,Inch,192,100,64,70.40,240.00
2,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,10,NATURAL,Inch,37.5,100,12.5,13.75,47.00
2,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,12,NATURAL,Inch,49.5,100,16.5,18.15,62.00
2,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,14,NATURAL,Inch,72,100,24,26.40,90.00
2,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,16,NATURAL,Inch,90,100,30,33.00,113.00
2,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,18,NATURAL,Inch,114,100,38,41.80,143.00
2,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,20,NATURAL,Inch,135,100,45,49.50,169.00
55,ISABELLA,ISABELLA,,1,Inch,54,110,18,19.80,68.00
55,ISABELLA,ISABELLA,,001B,Inch,54,154,18,19.80,68.00
55,ISABELLA,ISABELLA,,2,Inch,54,110,18,19.80,68.00
55,ISABELLA,ISABELLA,,4,Inch,54,110,18,19.80,68.00
55,ISABELLA,ISABELLA,,3T1B_30,Inch,54,44,18,19.80,68.00
55,ISABELLA,ISABELLA,,3T1B_33,Inch,54,0,18,19.80,68.00
55,ISABELLA,ISABELLA,,3T4_613,Inch,54,0,18,19.80,68.00
55,ISABELLA,ISABELLA,,3T5004,Inch,54,44,18,19.80,68.00
55,ISABELLA,ISABELLA,,DX2216,Inch,54,44,18,19.80,68.00
55,ISABELLA,ISABELLA,,DX3147,Inch,54,44,18,19.80,68.00
55,ISABELLA,ISABELLA,,DX4733,Inch,54,44,18,19.80,68.00
55,ISABELLA,ISABELLA,,LX3316,Inch,54,44,18,19.80,68.00
55,ISABELLA,ISABELLA,,SOM7002,Inch,54,44,18,19.80,68.00
55,ISABELLA,ISABELLA,,SOM7003,Inch,54,44,18,19.80,68.00
55,ISABELLA,ISABELLA,,SOM7005,Inch,54,44,18,19.80,68.00
55,ISABELLA,ISABELLA,,SOM7008,Inch,54,44,18,19.80,68.00
55,ISABELLA,ISABELLA,,SOM7016,Inch,54,44,18,19.80,68.00
55,ISABELLA,ISABELLA,,TT_BURG,Inch,54,44,18,19.80,68.00
55,ISABELLA,ISABELLA,,TT1B_RED,Inch,54,44,18,19.80,68.00
55,ISABELLA,ISABELLA,,TT4_27,Inch,54,44,18,19.80,68.00
56,ANNA,ANNA,,1,Inch,31.5,104,10.5,11.55,39.00
56,ANNA,ANNA,,001B,Inch,31.5,130,10.5,11.55,39.00
56,ANNA,ANNA,,2,Inch,31.5,104,10.5,11.55,39.00
56,ANNA,ANNA,,4,Inch,31.5,104,10.5,11.55,39.00
56,ANNA,ANNA,,3T1B_30,Inch,31.5,52,10.5,11.55,39.00
56,ANNA,ANNA,,3T1B_33,Inch,31.5,0,10.5,11.55,39.00
56,ANNA,ANNA,,3T4_613,Inch,31.5,0,10.5,11.55,39.00
56,ANNA,ANNA,,3T5004,Inch,31.5,52,10.5,11.55,39.00
56,ANNA,ANNA,,DX2216,Inch,31.5,52,10.5,11.55,39.00
56,ANNA,ANNA,,DX3147,Inch,31.5,52,10.5,11.55,39.00
56,ANNA,ANNA,,DX4733,Inch,31.5,52,10.5,11.55,39.00
56,ANNA,ANNA,,LX3316,Inch,31.5,52,10.5,11.55,39.00
56,ANNA,ANNA,,SOM7002,Inch,31.5,52,10.5,11.55,39.00
56,ANNA,ANNA,,SOM7003,Inch,31.5,52,10.5,11.55,39.00
