ID,PRODUCT_CODE,ITEM,LENGTH,COLOR,TYPE,PRICE,STOCK,MPRICE,WPRICE,RPRICE
597,"STW10 ",STW,16,P27_33,,98,4,49.00,49.00,147.00
597,"STW10 ",STW,16,P4_30,,78,3,39.00,39.00,117.00
597,"STW10 ",STW,16,P4_613,,124,68,62.00,62.00,186.00
597,"STW10 ",STW,18,4,,88,2,44.00,44.00,132.00
597,"STW10 ",STW,18,30,,88,10,44.00,44.00,132.00
597,"STW10 ",STW,18,350,,112,15,56.00,56.00,168.00
597,"STW10 ",STW,18,P18_22,,138,5,69.00,69.00,207.00
597,"STW10 ",STW,18,P1B_30,,92,18,46.00,46.00,138.00
597,"STW10 ",STW,18,P1B_33,,92,12,46.00,46.00,138.00
597,"STW10 ",STW,18,P1B_BG,,112,4,56.00,56.00,168.00
597,"STW10 ",STW,18,P27_24,,138,7,69.00,69.00,207.00
597,"STW10 ",STW,18,P27_33,,112,6,56.00,56.00,168.00
597,"STW10 ",STW,18,P6_27,,112,4,56.00,56.00,168.00
597,"STW10 ",STW,28A,1,,200,36,100.00,100.00,300.00
598,"NSW18 ",,,,Inch,,,,,
599,"STUNNING LADY ",,,,Inch,,,,,
600,"GRACEFUL LADY ",,,,Inch,,,,,
601,"INTELLI LADY ",,,,Inch,,,,,
602,"ELEGANT LADY ",,,,Inch,,,,,
603,"S YK18 ",,,,Inch,,,,,
604,"S YK12 ",,,,Inch,,,,,
605,"NEW D WAVE",,,,Inch,,,,,
606,"DISCO L",,,,Inch,,,,,
607,"CRIMP ",,,,Inch,,,,,
608,"BODY WAV ",,,,Inch,,,,,
609,"WB18 ",WB18,,P4_30,Inch,113.7,113.7,10,,
609,"WB18 ",WB18,,1,Inch,107.7,26,,,
609,"WB18 ",WB18,,001B,Inch,107.7,37,,,
609,"WB18 ",WB18,,2,Inch,107.7,25,,,
609,"WB18 ",WB18,,4,Inch,107.7,7,,,
609,"WB18 ",WB18,,27,Inch,107.7,0,,,
609,"WB18 ",WB18,,30,Inch,107.7,23,,,
609,"WB18 ",WB18,,33,Inch,107.7,9,,,
609,"WB18 ",WB18,,P1B_27,Inch,113.7,27,,,
609,"WB18 ",WB18,,P1B_30,Inch,113.7,36,,,
609,"WB18 ",WB18,,P1B_33,Inch,113.7,4,,,
609,"WB18 ",WB18,,P1B_350,Inch,113.7,22,,,
609,"WB18 ",WB18,,P1B_99J,Inch,113.7,10,,,
609,"WB18 ",WB18,,P1B_BG,Inch,113.7,9,,,
609,"WB18 ",WB18,,P27_613,Inch,119.7,12,,,
609,"WB18 ",WB18,,P30_144,Inch,119.7,18,,,
609,"WB18 ",WB18,,P4_27,Inch,113.7,23,,,
609,"WB18 ",WB18,,P4_30,Inch,113.7,10,,,
610,"BNH BW26",,,,Inch,,,,,
612,"BNH BW24 ",,,,Inch,,,,,
613,"BNH BW20 ",,,,Inch,,,,,
614,"BNH BW18",,,,Inch,,,,,
615,"BNH BW16",,,,Inch,,,,,
616,"BNH BW14 ",,,,Inch,,,,,
617,"BNH BW12",,,,Inch,,,,,
618,BNHH26,,,,Inch,,,,,
619,BNHH24,,,,Inch,,,,,
621,"BNHH20 ",,,,Inch,,,,,
622,"BNHH18 ",,,,Inch,,,,,
630,TAYLOR,TAYLOR,,F1B_30,Inch,,,,,
631,VANESSA,VANESSA,,2,Inch,,,,,
632,SYDNEY,1,,,Inch,,,,,
632,SYDNEY,F4_30,,,Inch,,,,,
632,SYDNEY,F1B_30,,,Inch,,,,,
632,SYDNEY,DYF99J_530A,,,Inch,,,,,
632,SYDNEY,DYF5_33_130,,,Inch,,,,,
632,SYDNEY,DYF2315,,,Inch,,,,,
632,SYDNEY,001B,,,Inch,,,,,
632,SYDNEY,2,,,Inch,,,,,
633,LACE-003,SOFIA,,1,Inch,,,,,
633,LACE-003,SOFIA,,F4_30,Inch,,,,,
633,LACE-003,SOFIA,,F1B_30,Inch,,,,,
633,LACE-003,SOFIA,,DYA99C_35B,Inch,,,,,
633,LACE-003,SOFIA,,DYA99C_27E,Inch,,,,,
633,LACE-003,SOFIA,,DYA530A_350E,Inch,,,,,
633,LACE-003,SOFIA,,001B,Inch,,,,,
633,LACE-003,SOFIA,,2,Inch,,,,,
634,SARAH,SARAH,,2,Inch,,,,,
635,OLIVIA,OLIVIA,,2,Inch,,,,,
636,"SK BRD ",WB18,,001,Inch,107.70,26,,,
636,"SK BRD ",WB18,,001B,Inch,107.70,37,,,
636,"SK BRD ",WB18,,002,Inch,107.70,25,,,
636,"SK BRD ",WB18,,004,Inch,107.70,7,,,
636,"SK BRD ",WB18,,027,Inch,107.70,0,,,
636,"SK BRD ",WB18,,030,Inch,107.70,23,,,
636,"SK BRD ",WB18,,033,Inch,107.70,9,,,
636,"SK BRD ",WB18,,P1B_27,Inch,113.70,27,,,
636,"SK BRD ",WB18,,P1B_30,Inch,113.70,36,,,
636,"SK BRD ",WB18,,P1B_33,Inch,113.70,4,,,
636,"SK BRD ",WB18,,P1B_350,Inch,113.70,22,,,
636,"SK BRD ",WB18,,P1B_99J,Inch,113.70,10,,,
636,"SK BRD ",WB18,,P1B_BG,Inch,113.70,9,,,
636,"SK BRD ",WB18,,P27_613,Inch,119.70,12,,,
636,"SK BRD ",WB18,,P30_144,Inch,119.70,18,,,
636,"SK BRD ",WB18,,P4_27,Inch,113.70,23,,,
636,"SK BRD ",WB18,,P4_30,Inch,113.70,10,,,
637,"REMYBW16 ","BW16 ",,1,Inch,,,,,
637,"REMYBW16 ","BW16 ",,"P6_613 ",Inch,,,,,
637,"REMYBW16 ","BW16 ",,"1P4_30 ",Inch,,,,,
637,"REMYBW16 ","BW16 ",,"P27_613 ",Inch,,,,,
637,"REMYBW16 ","BW16 ",,"P1B_30 ",Inch,,,,,
637,"REMYBW16 ","BW16 ",,33,Inch,,,,,
637,"REMYBW16 ","BW16 ",,27,Inch,,,,,
637,"REMYBW16 ","BW16 ",,"4 ",Inch,,,,,
637,"REMYBW16 ","BW16 ",,"001B ",Inch,,,,,
638,MIA,MIA,,2,Inch,,,,,
639,"Y BRD",,,,Inch,,,,,
640,"remybw12 ","REMY BW12 ",,001B,Inch,,,,,
640,"remybw12 ","REMY BW12 ",,"P1B_30 ",Inch,,,,,
640,"remybw12 ","REMY BW12 ",,27,Inch,,,,,
640,"remybw12 ","REMY BW12 ",,30,Inch,,,,,
640,"remybw12 ","REMY BW12 ",,4,Inch,,,,,
640,"remybw12 ","REMY BW12 ",,2,Inch,,,,,
640,"remybw12 ","REMY BW12 ",,33,Inch,,,,,
640,"remybw12 ","REMY BW12 ",,1P4_30,Inch,,,,,
641,"NY BRD",,,,Inch,,,,,
642,"WW BRD ",,,,Inch,,,,,
643,"YK PONY ",,,,Inch,,,,,
644,LACE-012,,,,Inch,,,,,
645,"KY BRD ",,,,Inch,,,,,
646,MARY,MARY,,2,Inch,,,,,
647,LESLIE," LESLIE",,1,Inch,,,,,
647,LESLIE," LESLIE",,LXMD8A_340A_26A,Inch,,,,,
647,LESLIE," LESLIE",,LXMD33_30_27,Inch,,,,,
647,LESLIE," LESLIE",,F4_30,Inch,,,,,
647,LESLIE," LESLIE",,F1B_30,Inch,,,,,
647,LESLIE," LESLIE",,DML4_33_130B,Inch,,,,,
647,LESLIE," LESLIE",,001B,Inch,,,,,
647,LESLIE," LESLIE",,2,Inch,,,,,
648,"REMY BW12 ","REMY BW12 ",,001B,Inch,,,,,
648,"REMY BW12 ","REMY BW12 ",,"P1B_30 ",Inch,,,,,
648,"REMY BW12 ","REMY BW12 ",,27,Inch,,,,,
648,"REMY BW12 ","REMY BW12 ",,30,Inch,,,,,
648,"REMY BW12 ","REMY BW12 ",,4,Inch,,,,,
648,"REMY BW12 ","REMY BW12 ",,2,Inch,,,,,
648,"REMY BW12 ","REMY BW12 ",,33,Inch,,,,,
648,"REMY BW12 ","REMY BW12 ",,1P4_30,Inch,,,,,
648,"REMY BW12 ","REMY BW12 ",,001B,Inch,,,,,
649,NSB24," NSB24",,001,Inch,158.10,86,,,
649,NSB24," NSB24",,001B,Inch,158.10,62,,,
649,NSB24," NSB24",,002,Inch,158.10,54,,,
649,NSB24," NSB24",,004,Inch,158.10,82,,,
649,NSB24," NSB24",,027,Inch,158.10,12,,,
649,NSB24," NSB24",,030,Inch,158.10,44,,,
649,NSB24," NSB24",,033,Inch,158.10,31,,,
650,ISABELLA,ISABELLA,,2,Inch,,,,,
651,"REMY LW16 ",,,,Inch,,,,,
652,NSB22,NSB22,,TT1B_350,Inch,140.7,140.7,0,,
654,"REMY LW12 "," LW12 ",,1,Inch,,,,,
654,"REMY LW12 "," LW12 ",,P4_30,Inch,,,,,
654,"REMY LW12 "," LW12 ",,P4_27,Inch,,,,,
654,"REMY LW12 "," LW12 ",,P6_613,Inch,,,,,
654,"REMY LW12 "," LW12 ",,P27_613,Inch,,,,,
654,"REMY LW12 "," LW12 ",,P1B_30,Inch,,,,,
654,"REMY LW12 "," LW12 ",,4,Inch,,,,,
654,"REMY LW12 "," LW12 ",,30,Inch,,,,,
654,"REMY LW12 "," LW12 ",,33,Inch,,,,,
654,"REMY LW12 "," LW12 ",,27,Inch,,,,,
654,"REMY LW12 "," LW12 ",,2,Inch,,,,,
655,EMILY,EMILY,,,Inch,,,,,
656,"REMY YK16 ",,,,Inch,,,,,
657,"REMY LW18 ",,,001B,Inch,,,,,
657,"REMY LW18 ",,,"P4_30 ",Inch,,,,,
657,"REMY LW18 ",,,"P1B_33 ",Inch,,,,,
657,"REMY LW18 ",,,P1B_30,Inch,,,,,
658,ELLEN," ELLEN",,1,Inch,,,,,
658,ELLEN," ELLEN",,LYTT6_27E,Inch,,,,,
658,ELLEN," ELLEN",,LYTT2_340A,Inch,,,,,
658,ELLEN," ELLEN",,LYTT1B_RWINE,Inch,,,,,
658,ELLEN," ELLEN",,F4_30,Inch,,,,,
658,ELLEN," ELLEN",,F1B_30,Inch,,,,,
658,ELLEN," ELLEN",,001B,Inch,,,,,
658,ELLEN," ELLEN",,2,Inch,,,,,
659,"REMY LW14 ",,,1,Inch,,,,,
659,"REMY LW14 ",,,P1B_33,Inch,,,,,
659,"REMY LW14 ",,,P4_27,Inch,,,,,
659,"REMY LW14 ",,,P27_613,Inch,,,,,
659,"REMY LW14 ",,,P4_30,Inch,,,,,
659,"REMY LW14 ",,,P27_613,Inch,,,,,
659,"REMY LW14 ",,,P6_613,Inch,,,,,
659,"REMY LW14 ",,,P1B_30,Inch,,,,,
659,"REMY LW14 ",,,4,Inch,,,,,
659,"REMY LW14 ",,,30,Inch,,,,,
659,"REMY LW14 ",,,33,Inch,,,,,
659,"REMY LW14 ",,,27,Inch,,,,,
659,"REMY LW14 ",,,2,Inch,,,,,
660,CHLOE," CHLOE",,1,Inch,,,,,
660,CHLOE," CHLOE",,LYTT6_27E,Inch,,,,,
660,CHLOE," CHLOE",,LYTT2_340A,Inch,,,,,
660,CHLOE," CHLOE",,LYTT1B_RWINE,Inch,,,,,
660,CHLOE," CHLOE",,F4_30,Inch,,,,,
660,CHLOE," CHLOE",,F1B_30,Inch,,,,,
660,CHLOE," CHLOE",,001B,Inch,,,,,
660,CHLOE," CHLOE",,2,Inch,,,,,
661,"REMY YK18 ","YK18 ",,1,Inch,,,,,
661,"REMY YK18 ","YK18 ",,P1B_30,Inch,,,,,
661,"REMY YK18 ","YK18 ",,P4_30,Inch,,,,,
661,"REMY YK18 ","YK18 ",,P1B_33,Inch,,,,,
662,CHERI,CHERI,,001B,Inch,,,,,
663,NSB20,NSB20,,TT1B_BG,Inch,112.8,112.8,60,,
664,"REMY YK14 ",,,,Inch,,,,,
665,"REMY YK12 ",YK12,,1,Inch,,,,,
665,"REMY YK12 ",YK12,,P6_613,Inch,,,,,
665,"REMY YK12 ",YK12,,P27_613,Inch,,,,,
665,"REMY YK12 ",YK12,,1P4_30,Inch,,,,,
665,"REMY YK12 ",YK12,,P1B_30,Inch,,,,,
665,"REMY YK12 ",YK12,,2,Inch,,,,,
665,"REMY YK12 ",YK12,,27,Inch,,,,,
665,"REMY YK12 ",YK12,,33,Inch,,,,,
665,"REMY YK12 ",YK12,,30,Inch,,,,,
665,"REMY YK12 ",YK12,,2,Inch,,,,,
666,CAROL,CAROL,,2,Inch,,,,,
667,ANNA,ANNA,,2,Inch,,,,,
668,NSB18,NSB18,,"TT1B_BG ",Inch,88.8,88.8,31,,
669,"REMY FORTE SW16",,,1,Inch,0.00,,,,
669,"REMY FORTE SW16",,,001B,Inch,0.00,,,,
669,"REMY FORTE SW16",,,2,Inch,0.00,,,,
669,"REMY FORTE SW16",,,4,Inch,0.00,,,,
669,"REMY FORTE SW16",,,P1B_30,Inch,0.00,,,,
669,"REMY FORTE SW16",,,P1B_33,Inch,0.00,,,,
669,"REMY FORTE SW16",,,P27_30,Inch,0.00,,,,
670,"REMY FORTE SW14",,,1,Inch,0.00,,,,
670,"REMY FORTE SW14",,,001B,Inch,0.00,,,,
670,"REMY FORTE SW14",,,2,Inch,0.00,,,,
670,"REMY FORTE SW14",,,4,Inch,0.00,,,,
670,"REMY FORTE SW14",,,P1B_30,Inch,0.00,,,,
670,"REMY FORTE SW14",,,P1B_33,Inch,0.00,,,,
670,"REMY FORTE SW14",,,P27_30,Inch,0.00,,,,
670,"REMY FORTE SW14",,,"P4_27 ",Inch,0.00,,,,
671,"REMY ",,,1,Inch,,,,,
671,"REMY ",,,P27_613,Inch,,,,,
671,"REMY ",,,P4_30,Inch,,,,,
671,"REMY ",,,P6_613,Inch,,,,,
671,"REMY ",,,P4_27,Inch,,,,,
671,"REMY ",,,P1B_33,Inch,,,,,
671,"REMY ",,,2,Inch,,,,,
671,"REMY ",,,27,Inch,,,,,
671,"REMY ",,,33,Inch,,,,,
671,"REMY ",,,P1B_30,Inch,,,,,
672,KATE," KATE",,4,Inch,,,,,
672,KATE," KATE",,DFHT33_26B,Inch,,,,,
672,KATE," KATE",,613,Inch,,,,,
672,KATE," KATE",,99C,Inch,,,,,
672,KATE," KATE",,DFHT26C_86A,Inch,,,,,
673,"REMY FORTE SW12 ",SW12,,1,Inch,0.00,,,,
673,"REMY FORTE SW12 ",SW12,,2,Inch,0.00,,,,
673,"REMY FORTE SW12 ",SW12,,4,Inch,0.00,,,,
673,"REMY FORTE SW12 ",SW12,,P1B_33,Inch,0.00,,,,
673,"REMY FORTE SW12 ",SW12,,P27_30,Inch,0.00,,,,
673,"REMY FORTE SW12 ",SW12,,"P4_27 ",Inch,0.00,,,,
673,"REMY FORTE SW12 ",SW12,,"P4_30 ",Inch,0.00,,,,
674,"REMY STW22 ",STW22,,2,Inch,,,,,
674,"REMY STW22 ",STW22,,33,Inch,,,,,
674,"REMY STW22 ",STW22,,4,Inch,,,,,
675,"	NSB16 ",NSB16,,001,Inch,74.25,"18  ",,,
675,"	NSB16 ",NSB16,,001B,Inch,74.25,77,,,
675,"	NSB16 ",NSB16,,002,Inch,74.25,"44 ",,,
675,"	NSB16 ",NSB16,,004,Inch,74.25,5,,,
675,"	NSB16 ",NSB16,,027,Inch,74.25,25,,,
675,"	NSB16 ",NSB16,,030,Inch,74.25,"25  ",,,
675,"	NSB16 ",NSB16,,033,Inch,74.25,"32 ",,,
675,"	NSB16 ",NSB16,,280,Inch,80.25,"55 ",,,
675,"	NSB16 ",NSB16,,350,Inch,80.25,"1 ",,,
675,"	NSB16 ",NSB16,,613,Inch,86.25,"56 ",,,
675,"	NSB16 ",NSB16,,99J,Inch,80.25,23,,,
675,"	NSB16 ",NSB16,,BURG,Inch,80.25,"15 ",,,
675,"	NSB16 ",NSB16,,P1B_130,Inch,80.25,"8  ",,,
675,"	NSB16 ",NSB16,,P1B_27,Inch,80.25,"123  ",,,
675,"	NSB16 ",NSB16,,P1B_30,Inch,80.25,"90 ",,,
675,"	NSB16 ",NSB16,,P1B_33,Inch,80.25,"62  ",,,
675,"	NSB16 ",NSB16,,P1B_350,Inch,80.25,"32  ",,,
675,"	NSB16 ",NSB16,,P1B_99J,Inch,80.25,"30  ",,,
675,"	NSB16 ",NSB16,,P1B_BG,Inch,80.25,"15  ",,,
675,"	NSB16 ",NSB16,,P27_613,Inch,86.25,"101  ",,,
675,"	NSB16 ",NSB16,,P4_27,Inch,80.25,"21  ",,,
675,"	NSB16 ",NSB16,,P4_30,Inch,80.25,"29  ",,,
675,"	NSB16 ",NSB16,,RED,Inch,80.25,"29  ",,,
675,"	NSB16 ",NSB16,,TT1B_27,Inch,80.25,"45  ",,,
675,"	NSB16 ",NSB16,,TT1B_30,Inch,80.25,"24  ",,,
675,"	NSB16 ",NSB16,,TT1B_33,Inch,80.25,"39 ",,,
675,"	NSB16 ",NSB16,,TT1B_350,Inch,80.25,"68  ",,,
675,"	NSB16 ",NSB16,,TT1B_BG,Inch,80.25,"95  ",,,
676,NSB14,NSB14,,P1B_30,Inch,71.7,71.7,67,,
677,NYMPH,NYMPH,,PI30D_26B,Inch,,,,,
678,"NDB18 ",NDB18,,TT1B_613,Inch,119.7,119.7,0,,
679,"REMY FORTE SC16 "," SC16",,1,Inch,0.00,,,,
679,"REMY FORTE SC16 "," SC16",,001B,Inch,0.00,,,,
679,"REMY FORTE SC16 "," SC16",,2,Inch,0.00,,,,
679,"REMY FORTE SC16 "," SC16",,4,Inch,0.00,,,,
679,"REMY FORTE SC16 "," SC16",,P1B_30,Inch,0.00,,,,
679,"REMY FORTE SC16 "," SC16",,P1B_33,Inch,0.00,,,,
679,"REMY FORTE SC16 "," SC16",,P27_30,Inch,0.00,,,,
679,"REMY FORTE SC16 "," SC16",,"P4_27 ",Inch,0.00,,,,
679,"REMY FORTE SC16 "," SC16",,"P4_30 ",Inch,0.00,,,,
680,"PREMA YK18 ",,,1,Inch,0.00,,,,
680,"PREMA YK18 ",,,001B,Inch,0.00,,,,
680,"PREMA YK18 ",,,2,Inch,0.00,,,,
680,"PREMA YK18 ",,,4,Inch,0.00,,,,
681,JOLLY,JOLLY,,4,Inch,,,,,
683,"PREMA YK14 ",,,1,Inch,,,,,
683,"PREMA YK14 ",,,P4_27,Inch,,,,,
683,"PREMA YK14 ",,,P1B_33,Inch,,,,,
683,"PREMA YK14 ",,,1,Inch,,,,,
683,"PREMA YK14 ",,,001B,Inch,,,,,
683,"PREMA YK14 ",,,2,Inch,,,,,
683,"PREMA YK14 ",,,27,Inch,,,,,
683,"PREMA YK14 ",,,33,Inch,,,,,
683,"PREMA YK14 ",,,30,Inch,,,,,
683,"PREMA YK14 ",,,P1B_30,Inch,,,,,
683,"PREMA YK14 ",,,P27_613,Inch,,,,,
685,"REMY FORTE SC14 ",SC14,,1,Inch,0.00,,,,
685,"REMY FORTE SC14 ",SC14,,4,Inch,0.00,,,,
685,"REMY FORTE SC14 ",SC14,,P1B_30,Inch,0.00,,,,
685,"REMY FORTE SC14 ",SC14,,P1B_33,Inch,0.00,,,,
685,"REMY FORTE SC14 ",SC14,,P27_30,Inch,0.00,,,,
