33,AND-STW,AND-STW,16,1,Inch,50,297,100,42.50,164,
33,AND-STW,AND-STW,16,001B,Inch,50,297,100,42.50,164,
33,AND-STW,AND-STW,16,2,Inch,50,98,100,42.50,164,
33,AND-STW,AND-STW,16,4,Inch,50,98,100,42.50,164,
33,AND-STW,AND-STW,16,22,Inch,70,196,147.06,62.50,244,
33,AND-STW,AND-STW,16,24,Inch,70,97,147.06,62.50,244,
33,AND-STW,AND-STW,16,27,Inch,55,96,111.76,47.50,184,
33,AND-STW,AND-STW,16,30,Inch,50,99,100,42.50,164,
33,AND-STW,AND-STW,16,32A,Inch,50,99,100,42.50,164,
33,AND-STW,AND-STW,16,33,Inch,50,100,100,42.50,164,
33,AND-STW,AND-STW,16,35A,Inch,50,98,100,42.50,164,
33,AND-STW,AND-STW,16,613B,Inch,70,393,147.06,62.50,244,
33,AND-STW,AND-STW,16,LT_SILVER,Inch,70,86,147.06,62.50,244,
33,AND-STW,AND-STW,16,P10_16,Inch,55,193,111.76,47.50,184,
33,AND-STW,AND-STW,16,P14_24,Inch,55,191,111.76,47.50,184,
33,AND-STW,AND-STW,16,P16_24,Inch,55,95,111.76,47.50,184,
33,AND-STW,AND-STW,16,P18_22,Inch,70,190,147.06,62.50,244,
33,AND-STW,AND-STW,16,P2_27,Inch,55,99,111.76,47.50,184,
33,AND-STW,AND-STW,16,P2_613,Inch,55,98,111.76,47.50,184,
33,AND-STW,AND-STW,16,P27_613,Inch,55,94,111.76,47.50,184,
33,AND-STW,AND-STW,16,P4_24,Inch,55,97,111.76,47.50,184,
33,AND-STW,AND-STW,16,P4_27,Inch,55,92,111.76,47.50,184,
33,AND-STW,AND-STW,16,P4_27_30,Inch,55,97,111.76,47.50,184,
33,AND-STW,AND-STW,16,P4_30,Inch,55,98,111.76,47.50,184,
33,AND-STW,AND-STW,16,P6_613,Inch,55,96,111.76,47.50,184,
33,AND-STW,AND-STW,16,T4_30_27,Inch,55,92,111.76,47.50,184,
33,AND-STW,AND-STW,18,1,Inch,62,190,122.35,52.00,202,
33,AND-STW,AND-STW,18,001B,Inch,62,285,122.35,52.00,202,
33,AND-STW,AND-STW,18,2,Inch,62,190,122.35,52.00,202,
33,AND-STW,AND-STW,18,4,Inch,62,189,122.35,52.00,202,
33,AND-STW,AND-STW,18,6,Inch,62,190,122.35,52.00,202,
33,AND-STW,AND-STW,18,10,Inch,62,97,122.35,52.00,202,
33,AND-STW,AND-STW,18,14,Inch,67,96,134.12,57.00,222,
33,AND-STW,AND-STW,18,16,Inch,67,89,134.12,57.00,222,
33,AND-STW,AND-STW,18,18,Inch,82,87,169.41,72.00,282,
33,AND-STW,AND-STW,18,22,Inch,82,288,169.41,72.00,282,
33,AND-STW,AND-STW,18,27,Inch,67,149,134.12,72.00,222,
33,AND-STW,AND-STW,18,30,Inch,62,97,122.35,57.00,202,
33,AND-STW,AND-STW,18,32A,Inch,62,92,122.35,52.00,202,
33,AND-STW,AND-STW,18,33,Inch,62,97,122.35,52.00,202,
33,AND-STW,AND-STW,18,35A,Inch,67,91,134.12,52.00,222,
33,AND-STW,AND-STW,18,613,Inch,82,273,169.41,72.00,282,
33,AND-STW,AND-STW,18,LT_SILVER,Inch,82,174,169.41,72.00,282,
33,AND-STW,AND-STW,18,P10_16,Inch,67,286,134.12,72.00,284,
33,AND-STW,AND-STW,18,P14_24,Inch,67,85,134.12,57.00,284,
33,AND-STW,AND-STW,18,P16_24,Inch,67,184,134.12,57.00,284,
33,AND-STW,AND-STW,18,P18_22,Inch,82,280,169.41,72.00,282,
33,AND-STW,AND-STW,18,P2_27,Inch,67,97,134.12,57,222,
33,AND-STW,AND-STW,18,P27_613,Inch,67,282,134.12,57,222,
33,AND-STW,AND-STW,18,P4_24,Inch,67,190,134.12,57,222,
33,AND-STW,AND-STW,18,P4_27,Inch,67,93,134.12,57,222,
33,AND-STW,AND-STW,18,P4_27_30,Inch,67,192,134.12,57,222,
33,AND-STW,AND-STW,18,P4_30,Inch,67,200,134.12,57,222,
33,AND-STW,AND-STW,18,T4_30_27,Inch,67,130,134.12,57,222,
33,AND-STW,AND-STW,18,T6_27_613,Inch,82,181,169.41,72,282,
33,AND-STW,AND-STW,18,TT3_613,Inch,82,182,169.41,72,282,
33,AND-STW,AND-STW,20,1,Inch,74,200,147.06,62.50,242,
33,AND-STW,AND-STW,20,001B,Inch,74,299,147.06,62.50,242,
33,AND-STW,AND-STW,20,2,Inch,74,98,147.06,62.50,242,
33,AND-STW,AND-STW,20,4,Inch,74,98,147.06,62.50,242,
33,AND-STW,AND-STW,20,613,Inch,94,298,194.12,82.50,322,
33,AND-STW,AND-STW,20,613B,Inch,94,397,194.12,82.50,322,
33,AND-STW,AND-STW,20,P10_16,Inch,79,199,158.82,67.50,262,
33,AND-STW,AND-STW,20,P18_22,Inch,94,199,194.12,82.50,322,
33,AND-STW,AND-STW,22,1,Inch,83,98,164.71,70.00,272,
33,AND-STW,AND-STW,22,001B,Inch,83,97,164.71,70.00,272,
33,AND-STW,AND-STW,22,2,Inch,83,96,164.71,70.00,272,
33,AND-STW,AND-STW,22,4,Inch,83,96,164.71,70.00,272,
33,AND-STW,AND-STW,22,613,Inch,103,199,211.76,90.00,352,
33,AND-STW,AND-STW,22,613B,Inch,103,299,211.76,90.00,352,
33,AND-STW,AND-STW,22,P10_16,Inch,88,200,176.47,75.00,292,
33,AND-STW,AND-STW,22,P18_22,Inch,103,200,211.76,90.00,352,
33,AND-STW,AND-STW,24,1,Inch,89,100,177.65,75.50,292,
33,AND-STW,AND-STW,24,001B,Inch,89,150,177.65,75.50,292,
33,AND-STW,AND-STW,24,2,Inch,89,150,177.65,75.50,292,
33,AND-STW,AND-STW,24,4,Inch,89,100,177.65,75.50,292,
