ID,PRODUCT_CODE,SKU,LENGTH,COLOR,TYPE,PRICE,STOCK,MANUFACTUREPRICE,WHOLESALEPRICE,REGULARPRICE,,,,,,,,
705,Remy Forte REMY FORTE12,FORTE12,,2,Inch,0,,0.00,0.00,0.00,,,,,,,,
705,Remy Forte REMY FORTE12,FORTE12,,4,Inch,0,,0.00,0.00,0.00,,,,,,,,
705,Remy Forte REMY FORTE12,FORTE12,,27,Inch,0,,0.00,0.00,0.00,,,,,,,,
705,Remy Forte REMY FORTE12,FORTE12,,30,Inch,0,,0.00,0.00,0.00,,,,,,,,
705,Remy Forte REMY FORTE12,FORTE12,,33,Inch,0,,0.00,0.00,0.00,,,,,,,,
705,Remy Forte REMY FORTE12,FORTE12,,99J ,Inch,0,,0.00,0.00,0.00,,,,,,,,
705,Remy Forte REMY FORTE12,FORTE12,,P1B_33 ,Inch,0,,0.00,0.00,0.00,,,,,,,,
705,Remy Forte REMY FORTE12,FORTE12,,P4_27,Inch,0,,0.00,0.00,0.00,,,,,,,,
687,REMY FORTE SC12 ,SC12,,1,Inch,0,,0.00,0.00,0.00,,,,,,,,
687,REMY FORTE SC12 ,SC12,,4,Inch,0,,0.00,0.00,0.00,,,,,,,,
687,REMY FORTE SC12 ,SC12,,P1B_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
687,REMY FORTE SC12 ,SC12,,P1B_33,Inch,0,,0.00,0.00,0.00,,,,,,,,
687,REMY FORTE SC12 ,SC12,,P27_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
685,REMY FORTE SC14 ,SC14,,1,Inch,0,,0.00,0.00,0.00,,,,,,,,
685,REMY FORTE SC14 ,SC14,,4,Inch,0,,0.00,0.00,0.00,,,,,,,,
685,REMY FORTE SC14 ,SC14,,P1B_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
685,REMY FORTE SC14 ,SC14,,P1B_33,Inch,0,,0.00,0.00,0.00,,,,,,,,
685,REMY FORTE SC14 ,SC14,,P27_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
685,REMY FORTE SC14 ,SC14,,P4_27 ,Inch,0,,0.00,0.00,0.00,,,,,,,,
685,REMY FORTE SC14 ,SC14,,P4_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
679,REMY FORTE SC16 , SC16,,1,Inch,0,,0.00,0.00,0.00,,,,,,,,
679,REMY FORTE SC16 , SC16,,001B,Inch,0,,0.00,0.00,0.00,,,,,,,,
679,REMY FORTE SC16 , SC16,,2,Inch,0,,0.00,0.00,0.00,,,,,,,,
679,REMY FORTE SC16 , SC16,,4,Inch,0,,0.00,0.00,0.00,,,,,,,,
679,REMY FORTE SC16 , SC16,,P1B_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
679,REMY FORTE SC16 , SC16,,P1B_33,Inch,0,,0.00,0.00,0.00,,,,,,,,
679,REMY FORTE SC16 , SC16,,P27_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
679,REMY FORTE SC16 , SC16,,P4_27 ,Inch,0,,0.00,0.00,0.00,,,,,,,,
679,REMY FORTE SC16 , SC16,,P4_30 ,Inch,0,,0.00,0.00,0.00,,,,,,,,
673,REMY FORTE SW12 ,SW12,,1,Inch,0,,0.00,0.00,0.00,,,,,,,,
673,REMY FORTE SW12 ,SW12,,2,Inch,0,,0.00,0.00,0.00,,,,,,,,
673,REMY FORTE SW12 ,SW12,,4,Inch,0,,0.00,0.00,0.00,,,,,,,,
673,REMY FORTE SW12 ,SW12,,P1B_33,Inch,0,,0.00,0.00,0.00,,,,,,,,
673,REMY FORTE SW12 ,SW12,,P27_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
673,REMY FORTE SW12 ,SW12,,P4_27 ,Inch,0,,0.00,0.00,0.00,,,,,,,,
673,REMY FORTE SW12 ,SW12,,P4_30 ,Inch,0,,0.00,0.00,0.00,,,,,,,,
670,REMY FORTE SW14,,,1,Inch,0,,0.00,0.00,0.00,,,,,,,,
670,REMY FORTE SW14,,,001B,Inch,0,,0.00,0.00,0.00,,,,,,,,
670,REMY FORTE SW14,,,2,Inch,0,,0.00,0.00,0.00,,,,,,,,
670,REMY FORTE SW14,,,4,Inch,0,,0.00,0.00,0.00,,,,,,,,
670,REMY FORTE SW14,,,P1B_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
670,REMY FORTE SW14,,,P1B_33,Inch,0,,0.00,0.00,0.00,,,,,,,,
670,REMY FORTE SW14,,,P27_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
670,REMY FORTE SW14,,,P4_27 ,Inch,0,,0.00,0.00,0.00,,,,,,,,
669,REMY FORTE SW16,,,1,Inch,0,,0.00,0.00,0.00,,,,,,,,
669,REMY FORTE SW16,,,001B,Inch,0,,0.00,0.00,0.00,,,,,,,,
669,REMY FORTE SW16,,,2,Inch,0,,0.00,0.00,0.00,,,,,,,,
669,REMY FORTE SW16,,,4,Inch,0,,0.00,0.00,0.00,,,,,,,,
669,REMY FORTE SW16,,,P1B_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
669,REMY FORTE SW16,,,P1B_33,Inch,0,,0.00,0.00,0.00,,,,,,,,
669,REMY FORTE SW16,,,P27_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
714,REMY FORTE10 ,,,2,Inch,,,0.00,0.00,0.00,,,,,,,,
714,REMY FORTE10 ,,,4,Inch,,,0.00,0.00,0.00,,,,,,,,
714,REMY FORTE10 ,,,27,Inch,,,0.00,0.00,0.00,,,,,,,,
714,REMY FORTE10 ,,,30,Inch,,,0.00,0.00,0.00,,,,,,,,
714,REMY FORTE10 ,,,99J,Inch,,,0.00,0.00,0.00,,,,,,,,
714,REMY FORTE10 ,,,P1B_30,Inch,,,0.00,0.00,0.00,,,,,,,,
714,REMY FORTE10 ,,,P1B_33,Inch,,,0.00,0.00,0.00,,,,,,,,
714,REMY FORTE10 ,,,P4_27,Inch,,,0.00,0.00,0.00,,,,,,,,
702,REMY FORTE14 ,FORTE14,,1,Inch,0,,0.00,0.00,0.00,,,,,,,,
702,REMY FORTE14 ,FORTE14,,001B,Inch,0,,0.00,0.00,0.00,,,,,,,,
702,REMY FORTE14 ,FORTE14,,2,Inch,0,,0.00,0.00,0.00,,,,,,,,
702,REMY FORTE14 ,FORTE14,,4,Inch,0,,0.00,0.00,0.00,,,,,,,,
702,REMY FORTE14 ,FORTE14,,27,Inch,0,,0.00,0.00,0.00,,,,,,,,
702,REMY FORTE14 ,FORTE14,,30,Inch,0,,0.00,0.00,0.00,,,,,,,,
702,REMY FORTE14 ,FORTE14,,33,Inch,0,,0.00,0.00,0.00,,,,,,,,
702,REMY FORTE14 ,FORTE14,,"99J 	",Inch,0,,0.00,0.00,0.00,,,,,,,,
702,REMY FORTE14 ,FORTE14,,P1B_33 ,Inch,0,,0.00,0.00,0.00,,,,,,,,
702,REMY FORTE14 ,FORTE14,,P27_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
702,REMY FORTE14 ,FORTE14,,P4_27 ,Inch,0,,0.00,0.00,0.00,,,,,,,,
702,REMY FORTE14 ,FORTE14,,P4_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
699,REMY FORTE16, FORTE16,,1,Inch,0,,0.00,0.00,0.00,,,,,,,,
699,REMY FORTE16, FORTE16,,2,Inch,0,,0.00,0.00,0.00,,,,,,,,
699,REMY FORTE16, FORTE16,,4,Inch,0,,0.00,0.00,0.00,,,,,,,,
699,REMY FORTE16, FORTE16,,27,Inch,0,,0.00,0.00,0.00,,,,,,,,
699,REMY FORTE16, FORTE16,,30,Inch,0,,0.00,0.00,0.00,,,,,,,,
699,REMY FORTE16, FORTE16,,33,Inch,0,,0.00,0.00,0.00,,,,,,,,
699,REMY FORTE16, FORTE16,,99J ,Inch,0,,0.00,0.00,0.00,,,,,,,,
699,REMY FORTE16, FORTE16,,P1B_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
699,REMY FORTE16, FORTE16,,P1B_33,Inch,0,,0.00,0.00,0.00,,,,,,,,
699,REMY FORTE16, FORTE16,,P27_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
699,REMY FORTE16, FORTE16,,P4_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
696,REMY FORTE18, FORTE18,,1,Inch,0,,0.00,0.00,0.00,,,,,,,,
696,REMY FORTE18, FORTE18,,001B,Inch,0,,0.00,0.00,0.00,,,,,,,,
696,REMY FORTE18, FORTE18,,2,Inch,0,,0.00,0.00,0.00,,,,,,,,
696,REMY FORTE18, FORTE18,,4,Inch,0,,0.00,0.00,0.00,,,,,,,,
696,REMY FORTE18, FORTE18,,33,Inch,0,,0.00,0.00,0.00,,,,,,,,
696,REMY FORTE18, FORTE18,,P1B_30,Inch,0,,0.00,0.00,0.00,,,,,,,,
696,REMY FORTE18, FORTE18,,P1B_33,Inch,0,,0.00,0.00,0.00,,,,,,,,
694,REMY FORTE20,FORTE20,,1,Inch,0,,0.00,0.00,0.00,,,,,,,,
694,REMY FORTE20,FORTE20,,001B,Inch,0,,0.00,0.00,0.00,,,,,,,,
694,REMY FORTE20,FORTE20,,2,Inch,0,,0.00,0.00,0.00,,,,,,,,
694,REMY FORTE20,FORTE20,,4,Inch,0,,0.00,0.00,0.00,,,,,,,,
694,REMY FORTE20,FORTE20,,27,Inch,0,,0.00,0.00,0.00,,,,,,,,
694,REMY FORTE20,FORTE20,,30,Inch,0,,0.00,0.00,0.00,,,,,,,,
694,REMY FORTE20,FORTE20,,33,Inch,0,,0.00,0.00,0.00,,,,,,,,
693,REMY FORTE22 ,FORTE22 ,,1,Inch,,,0.00,0.00,0.00,,,,,,,,
693,REMY FORTE22 ,FORTE22 ,,001B ,Inch,,,0.00,0.00,0.00,,,,,,,,
693,REMY FORTE22 ,FORTE22 ,,2,Inch,,,0.00,0.00,0.00,,,,,,,,
693,REMY FORTE22 ,FORTE22 ,,4,Inch,,,0.00,0.00,0.00,,,,,,,,
693,REMY FORTE22 ,FORTE22 ,,27,Inch,,,0.00,0.00,0.00,,,,,,,,
693,REMY FORTE22 ,FORTE22 ,,30,Inch,,,0.00,0.00,0.00,,,,,,,,
693,REMY FORTE22 ,FORTE22 ,,33,Inch,,,0.00,0.00,0.00,,,,,,,,
692,REMY FORTE24,FORTE24,,1,Inch,0,,0.00,0.00,0.00,,,,,,,,
692,REMY FORTE24,FORTE24,,001B ,Inch,0,,0.00,0.00,0.00,,,,,,,,
692,REMY FORTE24,FORTE24,,2,Inch,0,,0.00,0.00,0.00,,,,,,,,
692,REMY FORTE24,FORTE24,,4,Inch,0,,0.00,0.00,0.00,,,,,,,,
692,REMY FORTE24,FORTE24,,27,Inch,0,,0.00,0.00,0.00,,,,,,,,
692,REMY FORTE24,FORTE24,,33,Inch,0,,0.00,0.00,0.00,,,,,,,,
654,REMY LW12 , LW12 ,,1,Inch,,,0.00,0.00,0.00,,,,,,,,
654,REMY LW12 , LW12 ,,P4_30,Inch,,,0.00,0.00,0.00,,,,,,,,
654,REMY LW12 , LW12 ,,P4_27,Inch,,,0.00,0.00,0.00,,,,,,,,
654,REMY LW12 , LW12 ,,P6_613,Inch,,,0.00,0.00,0.00,,,,,,,,
654,REMY LW12 , LW12 ,,P27_613,Inch,,,0.00,0.00,0.00,,,,,,,,
654,REMY LW12 , LW12 ,,P1B_30,Inch,,,0.00,0.00,0.00,,,,,,,,
654,REMY LW12 , LW12 ,,4,Inch,,,0.00,0.00,0.00,,,,,,,,
654,REMY LW12 , LW12 ,,30,Inch,,,0.00,0.00,0.00,,,,,,,,
654,REMY LW12 , LW12 ,,33,Inch,,,0.00,0.00,0.00,,,,,,,,
654,REMY LW12 , LW12 ,,27,Inch,,,0.00,0.00,0.00,,,,,,,,
654,REMY LW12 , LW12 ,,2,Inch,,,0.00,0.00,0.00,,,,,,,,
659,REMY LW14 ,,,1,Inch,,,0.00,0.00,0.00,,,,,,,,
659,REMY LW14 ,,,P1B_33,Inch,,,0.00,0.00,0.00,,,,,,,,
659,REMY LW14 ,,,P4_27,Inch,,,0.00,0.00,0.00,,,,,,,,
659,REMY LW14 ,,,P27_613,Inch,,,0.00,0.00,0.00,,,,,,,,
659,REMY LW14 ,,,P4_30,Inch,,,0.00,0.00,0.00,,,,,,,,
659,REMY LW14 ,,,P27_613,Inch,,,0.00,0.00,0.00,,,,,,,,
659,REMY LW14 ,,,P6_613,Inch,,,0.00,0.00,0.00,,,,,,,,
659,REMY LW14 ,,,P1B_30,Inch,,,0.00,0.00,0.00,,,,,,,,
659,REMY LW14 ,,,4,Inch,,,0.00,0.00,0.00,,,,,,,,
659,REMY LW14 ,,,30,Inch,,,0.00,0.00,0.00,,,,,,,,
659,REMY LW14 ,,,33,Inch,,,0.00,0.00,0.00,,,,,,,,
659,REMY LW14 ,,,27,Inch,,,0.00,0.00,0.00,,,,,,,,
659,REMY LW14 ,,,2,Inch,,,0.00,0.00,0.00,,,,,,,,
651,REMY LW16 ,,,,Inch,,,0.00,0.00,0.00,,,,,,,,
657,REMY LW18 ,,,001B,Inch,,,0.00,0.00,0.00,,,,,,,,
657,REMY LW18 ,,,P4_30 ,Inch,,,0.00,0.00,0.00,,,,,,,,
657,REMY LW18 ,,,P1B_33 ,Inch,,,0.00,0.00,0.00,,,,,,,,
657,REMY LW18 ,,,P1B_30,Inch,,,0.00,0.00,0.00,,,,,,,,
674,REMY STW22 ,STW22,,2,Inch,,,0.00,0.00,0.00,,,,,,,,
674,REMY STW22 ,STW22,,33,Inch,,,0.00,0.00,0.00,,,,,,,,
674,REMY STW22 ,STW22,,4,Inch,,,0.00,0.00,0.00,,,,,,,,
665,REMY YK12 ,YK12,,1,Inch,,,0.00,0.00,0.00,,,,,,,,
665,REMY YK12 ,YK12,,P6_613,Inch,,,0.00,0.00,0.00,,,,,,,,
665,REMY YK12 ,YK12,,P27_613,Inch,,,0.00,0.00,0.00,,,,,,,,
665,REMY YK12 ,YK12,,1P4_30,Inch,,,0.00,0.00,0.00,,,,,,,,
665,REMY YK12 ,YK12,,P1B_30,Inch,,,0.00,0.00,0.00,,,,,,,,
665,REMY YK12 ,YK12,,2,Inch,,,0.00,0.00,0.00,,,,,,,,
665,REMY YK12 ,YK12,,27,Inch,,,0.00,0.00,0.00,,,,,,,,
665,REMY YK12 ,YK12,,33,Inch,,,0.00,0.00,0.00,,,,,,,,
665,REMY YK12 ,YK12,,30,Inch,,,0.00,0.00,0.00,,,,,,,,
665,REMY YK12 ,YK12,,2,Inch,,,0.00,0.00,0.00,,,,,,,,
664,REMY YK14 ,,,,Inch,,,0.00,0.00,0.00,,,,,,,,
656,REMY YK16 ,,,,Inch,,,0.00,0.00,0.00,,,,,,,,
661,REMY YK18 ,YK18 ,,1,Inch,,,0.00,0.00,0.00,,,,,,,,
661,REMY YK18 ,YK18 ,,P1B_30,Inch,,,0.00,0.00,0.00,,,,,,,,
661,REMY YK18 ,YK18 ,,P4_30,Inch,,,0.00,0.00,0.00,,,,,,,,
661,REMY YK18 ,YK18 ,,P1B_33,Inch,,,0.00,0.00,0.00,,,,,,,,
640,remybw12 ,REMY BW12 ,20,001B,Inch,30,40,15.00,15.00,60.00,,,,,,,,
640,remybw12 ,REMY BW12 ,,P1B_30 ,Inch,,,0.00,0.00,0.00,,,,,,,,
640,remybw12 ,REMY BW12 ,,27,Inch,,,0.00,0.00,0.00,,,,,,,,
640,remybw12 ,REMY BW12 ,,30,Inch,,,0.00,0.00,0.00,,,,,,,,
640,remybw12 ,REMY BW12 ,,4,Inch,,,0.00,0.00,0.00,,,,,,,,
640,remybw12 ,REMY BW12 ,,2,Inch,,,0.00,0.00,0.00,,,,,,,,
640,remybw12 ,REMY BW12 ,,33,Inch,,,0.00,0.00,0.00,,,,,,,,
640,remybw12 ,REMY BW12 ,,1P4_30,Inch,,,0.00,0.00,0.00,,,,,,,,
637,REMYBW16 ,BW16 ,,1,Inch,,,0.00,0.00,0.00,,,,,,,,
637,REMYBW16 ,BW16 ,,P6_613 ,Inch,,,0.00,0.00,0.00,,,,,,,,
637,REMYBW16 ,BW16 ,,1P4_30 ,Inch,,,0.00,0.00,0.00,,,,,,,,
637,REMYBW16 ,BW16 ,,P27_613 ,Inch,,,0.00,0.00,0.00,,,,,,,,
637,REMYBW16 ,BW16 ,,P1B_30 ,Inch,,,0.00,0.00,0.00,,,,,,,,
637,REMYBW16 ,BW16 ,,33,Inch,,,0.00,0.00,0.00,,,,,,,,
637,REMYBW16 ,BW16 ,,27,Inch,,,0.00,0.00,0.00,,,,,,,,
637,REMYBW16 ,BW16 ,,4,Inch,,,0.00,0.00,0.00,,,,,,,,
637,REMYBW16 ,BW16 ,,001B ,Inch,,,0.00,0.00,0.00,,,,,,,,
723,ROSA ,,,,Inch,,,0.00,0.00,0.00,,,,,,,,
789,ROSEMARY,ROSEMARY,,1,Inch,22.5,22.5,11.25,11.25,45.00,,,,,,,,
733,RUBY,,,,Inch,,,0.00,0.00,0.00,,,,,,,,
604,S YK12 ,,,,Inch,,,0.00,0.00,0.00,,,,,,,,
603,S YK18 ,,,,Inch,,,0.00,0.00,0.00,,,,,,,,
849,sale1,,,,Inch,,,,,,,,,,,,,
728,SAPHIRE,,,,Inch,,,0.00,0.00,0.00,,,,,,,,
634,SARAH,SARAH,,2,Inch,,,0.00,0.00,0.00,,,,,,,,
731,SCARLET,,,,Inch,,,0.00,0.00,0.00,,,,,,,,
551,shop_1,shop_ab,,4,Inch,100,80,50.00,50.00,200.00,,,,,,,,
706,SIENNA,SIENNA,,F2_27,Inch,,,0.00,0.00,0.00,,,,,,,,
636,SK BRD ,WB18,,1,Inch,107.7,26,53.85,53.85,215.40,,,,,,,,
636,SK BRD ,WB18,,001B,Inch,107.7,37,53.85,53.85,215.40,,,,,,,,
636,SK BRD ,WB18,,2,Inch,107.7,25,53.85,53.85,215.40,,,,,,,,
636,SK BRD ,WB18,,4,Inch,107.7,7,53.85,53.85,215.40,,,,,,,,
636,SK BRD ,WB18,,27,Inch,107.7,0,53.85,53.85,215.40,,,,,,,,
636,SK BRD ,WB18,,30,Inch,107.7,23,53.85,53.85,215.40,,,,,,,,
636,SK BRD ,WB18,,33,Inch,107.7,9,53.85,53.85,215.40,,,,,,,,
636,SK BRD ,WB18,,P1B_27,Inch,113.7,27,56.85,56.85,227.40,,,,,,,,
636,SK BRD ,WB18,,P1B_30,Inch,113.7,36,56.85,56.85,227.40,,,,,,,,
636,SK BRD ,WB18,,P1B_33,Inch,113.7,4,56.85,56.85,227.40,,,,,,,,
636,SK BRD ,WB18,,P1B_350,Inch,113.7,22,56.85,56.85,227.40,,,,,,,,
636,SK BRD ,WB18,,P1B_99J,Inch,113.7,10,56.85,56.85,227.40,,,,,,,,
636,SK BRD ,WB18,,P1B_BG,Inch,113.7,9,56.85,56.85,227.40,,,,,,,,
636,SK BRD ,WB18,,P27_613,Inch,119.7,12,59.85,59.85,239.40,,,,,,,,
636,SK BRD ,WB18,,P30_144,Inch,119.7,18,59.85,59.85,239.40,,,,,,,,
636,SK BRD ,WB18,,P4_27,Inch,113.7,23,56.85,56.85,227.40,,,,,,,,
636,SK BRD ,WB18,,P4_30,Inch,113.7,10,56.85,56.85,227.40,,,,,,,,
746,SORA T,SORA -t,,P27_613,Inch,,,0.00,0.00,0.00,,,,,,,,
746,SORA T,SORA -t,,P30_144,Inch,,,0.00,0.00,0.00,,,,,,,,
746,SORA T,SORA -t,,TT1B_BG,Inch,,,0.00,0.00,0.00,,,,,,,,
746,SORA T,SORA -t,,TT1B_BG,Inch,,,0.00,0.00,0.00,,,,,,,,
591,STB18,,,,,,,0.00,0.00,0.00,,,,,,,,
599,STUNNING LADY ,,,,Inch,,,0.00,0.00,0.00,,,,,,,,
846,STW,STW,10,4,,35,23,17.50,17.50,70.00,,,,,,,,
846,STW,STW,10,27,,49,28,24.50,24.50,98.00,,,,,,,,
846,STW,STW,10,30,,35,6,17.50,17.50,70.00,,,,,,,,
846,STW,STW,10,33,,35,20,17.50,17.50,70.00,,,,,,,,
846,STW,STW,10,44,,39,6,19.50,19.50,78.00,,,,,,,,
846,STW,STW,10,350,,49,20,24.50,24.50,98.00,,,,,,,,
846,STW,STW,10,613,,75,8,37.50,37.50,150.00,,,,,,,,
846,STW,STW,10,99J,,49,3,24.50,24.50,98.00,,,,,,,,
846,STW,STW,10,BLUE,,75,60,37.50,37.50,150.00,,,,,,,,
846,STW,STW,10,BURG,,49,2,24.50,24.50,98.00,,,,,,,,
846,STW,STW,10,GREEN,,75,53,37.50,37.50,150.00,,,,,,,,
846,STW,STW,10,ORANGE,,75,50,37.50,37.50,150.00,,,,,,,,
846,STW,STW,10,P1B_30,,39,19,19.50,19.50,78.00,,,,,,,,
846,STW,STW,10,P1B_350,,49,8,24.50,24.50,98.00,,,,,,,,
846,STW,STW,10,P1B_99J,,49,11,24.50,24.50,98.00,,,,,,,,
846,STW,STW,10,P1B_BG,,49,12,24.50,24.50,98.00,,,,,,,,
846,STW,STW,10,P27_30,,49,12,24.50,24.50,98.00,,,,,,,,
846,STW,STW,10,P27_33,,49,15,24.50,24.50,98.00,,,,,,,,
846,STW,STW,10,P27_613,,105,16,52.50,52.50,210.00,,,,,,,,
846,STW,STW,10,P4_27,,49,12,24.50,24.50,98.00,,,,,,,,
846,STW,STW,10,P4_30,,39,35,19.50,19.50,78.00,,,,,,,,
846,STW,STW,10,PINK,,75,48,37.50,37.50,150.00,,,,,,,,
846,STW,STW,10,PURPLE,,75,48,37.50,37.50,150.00,,,,,,,,
846,STW,STW,10,RED,,75,67,37.50,37.50,150.00,,,,,,,,
846,STW,STW,12,1,,50,61,25.00,25.00,100.00,,,,,,,,
846,STW,STW,12,27,,64,15,32.00,32.00,128.00,,,,,,,,
846,STW,STW,12,30,,50,12,25.00,25.00,100.00,,,,,,,,
846,STW,STW,12,33,,50,17,25.00,25.00,100.00,,,,,,,,
846,STW,STW,12,350,,64,16,32.00,32.00,128.00,,,,,,,,
846,STW,STW,12,613,,90,9,45.00,45.00,180.00,,,,,,,,
846,STW,STW,12,001B,,50,26,25.00,25.00,100.00,,,,,,,,
846,STW,STW,12,99J,,64,18,32.00,32.00,128.00,,,,,,,,
846,STW,STW,12,BURG,,64,24,32.00,32.00,128.00,,,,,,,,
846,STW,STW,12,P1B_30,,54,10,27.00,27.00,108.00,,,,,,,,
846,STW,STW,12,P1B_33,,54,14,27.00,27.00,108.00,,,,,,,,
846,STW,STW,12,P1B_350,,64,11,32.00,32.00,128.00,,,,,,,,
846,STW,STW,12,P1B_99J,,64,17,32.00,32.00,128.00,,,,,,,,
846,STW,STW,12,P1B_BG,,64,12,32.00,32.00,128.00,,,,,,,,
846,STW,STW,12,P27_30,,64,14,32.00,32.00,128.00,,,,,,,,
846,STW,STW,12,P27_33,,64,10,32.00,32.00,128.00,,,,,,,,
846,STW,STW,12,P27_613,,120,33,60.00,60.00,240.00,,,,,,,,
846,STW,STW,12,P4_27,,64,24,32.00,32.00,128.00,,,,,,,,
846,STW,STW,12,P4_30,,54,12,27.00,27.00,108.00,,,,,,,,
846,STW,STW,14,1,,64,121,32.00,32.00,128.00,,,,,,,,
846,STW,STW,14,2,,64,5,32.00,32.00,128.00,,,,,,,,
846,STW,STW,14,4,,64,5,32.00,32.00,128.00,,,,,,,,
846,STW,STW,14,22,,104,143,52.00,52.00,208.00,,,,,,,,
846,STW,STW,14,27,,78,12,39.00,39.00,156.00,,,,,,,,
846,STW,STW,14,30,,64,13,32.00,32.00,128.00,,,,,,,,
846,STW,STW,14,33,,64,2,32.00,32.00,128.00,,,,,,,,
846,STW,STW,14,350,,78,18,39.00,39.00,156.00,,,,,,,,
846,STW,STW,14,613,,104,20,52.00,52.00,208.00,,,,,,,,
846,STW,STW,14,001B,,64,92,32.00,32.00,128.00,,,,,,,,
846,STW,STW,14,99J,,78,4,39.00,39.00,156.00,,,,,,,,
846,STW,STW,14,P18_22,,104,72,52.00,52.00,208.00,,,,,,,,
846,STW,STW,14,P18_613,,104,17,52.00,52.00,208.00,,,,,,,,
846,STW,STW,14,P1B_30,,68,7,34.00,34.00,136.00,,,,,,,,
846,STW,STW,14,P1B_33,,68,2,34.00,34.00,136.00,,,,,,,,
846,STW,STW,14,P1B_BG,,78,2,39.00,39.00,156.00,,,,,,,,
846,STW,STW,14,P24_613,,104,80,52.00,52.00,208.00,,,,,,,,
846,STW,STW,14,P27_24,,104,135,52.00,52.00,208.00,,,,,,,,
846,STW,STW,14,P27_33,,78,2,39.00,39.00,156.00,,,,,,,,
846,STW,STW,14,P27_613,,134,107,67.00,67.00,268.00,,,,,,,,
846,STW,STW,14,P4_613,,104,153,52.00,52.00,208.00,,,,,,,,
846,STW,STW,14,P6_24,,104,30,52.00,52.00,208.00,,,,,,,,
846,STW,STW,14,P6_27,,78,96,39.00,39.00,156.00,,,,,,,,
846,STW,STW,14,P6_613,,104,57,52.00,52.00,208.00,,,,,,,,
846,STW,STW,16,1,,74,26,37.00,37.00,148.00,,,,,,,,
846,STW,STW,16,2,,74,77,37.00,37.00,148.00,,,,,,,,
846,STW,STW,16,4,,74,8,37.00,37.00,148.00,,,,,,,,
846,STW,STW,16,22,,124,20,62.00,62.00,248.00,,,,,,,,
846,STW,STW,16,350,,98,30,49.00,49.00,196.00,,,,,,,,
846,STW,STW,16,001B,,74,20,37.00,37.00,148.00,,,,,,,,
846,STW,STW,16,P1B_30,,78,16,39.00,39.00,156.00,,,,,,,,
846,STW,STW,16,P1B_33,,78,17,39.00,39.00,156.00,,,,,,,,
846,STW,STW,16,P1B_BG,,98,16,49.00,49.00,196.00,,,,,,,,
846,STW,STW,16,P27_24,,124,6,62.00,62.00,248.00,,,,,,,,
846,STW,STW,16,P27_30,,98,2,49.00,49.00,196.00,,,,,,,,
846,STW,STW,16,P27_33,,98,4,49.00,49.00,196.00,,,,,,,,
846,STW,STW,16,P4_30,,78,3,39.00,39.00,156.00,,,,,,,,
846,STW,STW,16,P4_613,,124,68,62.00,62.00,248.00,,,,,,,,
597,STW10 ,STW,,4,,35,23,17.50,17.50,70.00,,,,,,,,
597,STW10 ,STW,,27,,49,28,24.50,24.50,98.00,,,,,,,,
597,STW10 ,STW,,30,,35,6,17.50,17.50,70.00,,,,,,,,
597,STW10 ,STW,,33,,35,20,17.50,17.50,70.00,,,,,,,,
597,STW10 ,STW,,44,,39,6,19.50,19.50,78.00,,,,,,,,
597,STW10 ,STW,,350,,49,20,24.50,24.50,98.00,,,,,,,,
597,STW10 ,STW,,613,,75,8,37.50,37.50,150.00,,,,,,,,
597,STW10 ,STW,,99J,,49,3,24.50,24.50,98.00,,,,,,,,
597,STW10 ,STW,,BLUE,,75,60,37.50,37.50,150.00,,,,,,,,
597,STW10 ,STW,,BURG,,49,2,24.50,24.50,98.00,,,,,,,,
597,STW10 ,STW,,GREEN,,75,53,37.50,37.50,150.00,,,,,,,,
597,STW10 ,STW,,ORANGE,,75,50,37.50,37.50,150.00,,,,,,,,
597,STW10 ,STW,,P1B_30,,39,19,19.50,19.50,78.00,,,,,,,,
597,STW10 ,STW,,P1B_350,,49,8,24.50,24.50,98.00,,,,,,,,
597,STW10 ,STW,,P1B_99J,,49,11,24.50,24.50,98.00,,,,,,,,
597,STW10 ,STW,,P1B_BG,,49,12,24.50,24.50,98.00,,,,,,,,
597,STW10 ,STW,,P27_30,,49,12,24.50,24.50,98.00,,,,,,,,
597,STW10 ,STW,,P27_33,,49,15,24.50,24.50,98.00,,,,,,,,
597,STW10 ,STW,,P27_613,,105,16,52.50,52.50,210.00,,,,,,,,
597,STW10 ,STW,,P4_27,,49,12,24.50,24.50,98.00,,,,,,,,
597,STW10 ,STW,,P4_30,,39,35,19.50,19.50,78.00,,,,,,,,
