ID,PRODUCT_CODE,SKU,LENGTH,COLOR,TYPE,PRICE,STOCK,MANUFACTUREPRICE,WHOLESALEPRICE,REGULARPRICE,
55,ISABELLA,ISABELLA,,1,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,1B,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,2,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,3T1B_30,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,3T4_613,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,3T5004,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,4,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,DX2216,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,DX3147,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,DX4733,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,LX3316,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,SOM7002,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,SOM7003,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,SOM7005,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,SOM7008,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,SOM7016,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,TT_BURG,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,TT1B_RED,Inch,36.00,0,18.00,19.80,54,
55,ISABELLA,ISABELLA,,TT4_27,Inch,36.00,0,18.00,19.80,54,
56,ANNA,ANNA,,1,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,1B,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,2,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,3T1B_30,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,3T4_613,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,3T5004,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,4,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,DX2216,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,DX3147,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,DX4733,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,LX3316,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,SOM7002,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,SOM7003,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,SOM7005,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,SOM7008,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,SOM7016,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,TT_BURG,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,TT1B_RED,Inch,21.00,0,10.50,11.55,31.5,
56,ANNA,ANNA,,TT4_27,Inch,21.00,0,10.50,11.55,31.5,
57,KAREN,KAREN,,1,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,1B,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,2,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,3T1B_30,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,3T4_613,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,3T5004,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,4,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,DX2216,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,DX3147,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,DX4733,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,LX3316,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,SOM7002,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,SOM7003,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,SOM7005,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,SOM7008,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,SOM7016,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,TT_BURG,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,TT1B_RED,Inch,36.00,0,18.00,19.80,54,
57,KAREN,KAREN,,TT4_27,Inch,36.00,0,18.00,19.80,54,
60,EMILY ,EMILY,,1,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,1B,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,2,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,3T1B_30,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,3T4_613,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,3T5004,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,4,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,DX2216,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,DX3147,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,DX4733,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,LX3316,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,SOM7002,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,SOM7003,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,SOM7005,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,SOM7008,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,SOM7016,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,TT_BURG,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,TT1B_RED,Inch,21.00,0,10.50,11.55,31.5,
60,EMILY ,EMILY,,TT4_27,Inch,21.00,0,10.50,11.55,31.5,
30,BNH-BW,NATURAL UNPROCESSED BODY WAVE,12,NATURAL,Inch,21.00,596,10.50,11.55,26.25,
30,BNH-BW,NATURAL UNPROCESSED BODY WAVE,14,NATURAL,Inch,27.00,299,13.50,14.85,33.75,
30,BNH-BW,NATURAL UNPROCESSED BODY WAVE,16,NATURAL,Inch,34.00,397,17.00,18.70,42.5,
30,BNH-BW,NATURAL UNPROCESSED BODY WAVE,18,NATURAL,Inch,40.00,591,20.00,22.00,50,
30,BNH-BW,NATURAL UNPROCESSED BODY WAVE,20,NATURAL,Inch,48.00,699,24.00,26.40,60,
30,BNH-BW,NATURAL UNPROCESSED BODY WAVE,22,NATURAL,Inch,56.00,699,28.00,30.80,70,
30,BNH-BW,NATURAL UNPROCESSED BODY WAVE,24,NATURAL,Inch,64.00,500,32.00,35.20,80,
30,BNH-BW,NATURAL UNPROCESSED BODY WAVE,26,NATURAL,Inch,72.00,199,36.00,39.60,90,
30,BNH-BW,NATURAL UNPROCESSED BODY WAVE,28,NATURAL,Inch,80.00,201,40.00,44.00,100,
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,10,NATURAL,Inch,25.00,896,12.50,13.75,31.25,
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,12,NATURAL,Inch,33.00,1083,16.50,18.15,41.25,
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,14,NATURAL,Inch,48.00,697,24.00,26.40,60,
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,16,NATURAL,Inch,60.00,597,30.00,33.00,75,
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,18,NATURAL,Inch,76.00,599,38.00,41.80,95,
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,20,NATURAL,Inch,90.00,397,45.00,49.50,112.5,
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,22,NATURAL,Inch,100.00,384,50.00,55.00,125,
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,24,NATURAL,Inch,114.00,300,57.00,62.70,142.5,
1,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,26,NATURAL,Inch,128.00,399,64.00,70.40,160,
31,BNH-NW,NATURAL UNPROCESSED NATURAL WAVE,12,NATURAL,Inch,21.00,800,10.50,11.55,26.25,
